STATION,LINENAME,DIVISION,DATE,TIME,DESC,ENTRIES,ENTRY_DELTA,EXITS                                                               ,EXIT_DELTA,Diff
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,19:27:22,REGULAR,4384805,4,8391205,7,-3
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,19:28:41,REGULAR,4384811,6,8391206,1,5
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,23:00:00,REGULAR,4385332,521,8391637,431,90
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,3:00:00,REGULAR,12398871,0,5374644,0,0
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,7:00:00,REGULAR,12399056,185,5374693,49,136
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,11:00:00,REGULAR,12400166,1110,5375277,584,526
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,15:00:00,REGULAR,12400664,498,5375510,233,265
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,19:00:00,REGULAR,12402226,1562,5376008,498,1064
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,19:11:12,REGULAR,12402293,67,5376021,13,54
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,19:12:32,REGULAR,12402303,10,5376022,1,9
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,19:13:53,REGULAR,12402309,6,5376024,2,4
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,19:15:13,REGULAR,12402314,5,5376025,1,4
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,19:16:34,REGULAR,12402318,4,5376032,7,-3
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,19:17:55,REGULAR,12402329,11,5376035,3,8
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,19:19:16,REGULAR,12402336,7,5376038,3,4
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,19:20:36,REGULAR,12402340,4,5376041,3,1
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,19:21:57,REGULAR,12402342,2,5376045,4,-2
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,19:23:17,REGULAR,12402350,8,5376045,0,8
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,19:24:38,REGULAR,12402358,8,5376054,9,-1
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,19:25:58,REGULAR,12402361,3,5376056,2,1
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,19:27:22,REGULAR,12402368,7,5376056,0,7
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,19:28:41,REGULAR,12402371,3,5376057,1,2
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,23:00:00,REGULAR,12403078,707,5376232,175,532
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,3:00:00,REGULAR,13547323,0,3457837,0,0
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,7:00:00,REGULAR,13547459,136,3457873,36,100
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,11:00:00,REGULAR,13548550,1091,3458119,246,845
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,15:00:00,REGULAR,13549043,493,3458256,137,356
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,19:00:00,REGULAR,13550500,1457,3458549,293,1164
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,19:11:12,REGULAR,13550571,71,3458551,2,69
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,19:12:32,REGULAR,13550577,6,3458552,1,5
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,19:13:53,REGULAR,13550583,6,3458555,3,3
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,19:15:13,REGULAR,13550590,7,3458565,10,-3
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,19:16:34,REGULAR,13550597,7,3458569,4,3
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,19:17:55,REGULAR,13550604,7,3458572,3,4
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,19:19:16,REGULAR,13550611,7,3458572,0,7
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,19:20:36,REGULAR,13550613,2,3458573,1,1
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,19:21:57,REGULAR,13550618,5,3458577,4,1
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,19:23:17,REGULAR,13550624,6,3458578,1,5
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,19:24:38,REGULAR,13550630,6,3458579,1,5
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,19:25:58,REGULAR,13550635,5,3458580,1,4
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,19:27:22,REGULAR,13550642,7,3458580,0,7
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,19:28:41,REGULAR,13550646,4,3458580,0,4
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,23:00:00,REGULAR,13551314,668,3458670,90,578
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,3:00:00,REGULAR,7605542,0,1820479,0,0
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,7:00:00,REGULAR,7605647,105,1820501,22,83
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,11:00:00,REGULAR,7606606,959,1820678,177,782
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,15:00:00,REGULAR,7607086,480,1820826,148,332
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,19:00:00,REGULAR,7608453,1367,1821084,258,1109
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,19:11:12,REGULAR,7608510,57,1821092,8,49
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,19:12:32,REGULAR,7608516,6,1821092,0,6
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,19:13:53,REGULAR,7608524,8,1821092,0,8
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,19:15:13,REGULAR,7608538,14,1821093,1,13
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,19:16:34,REGULAR,7608544,6,1821100,7,-1
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,19:17:55,REGULAR,7608549,5,1821103,3,2
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,19:19:16,REGULAR,7608552,3,1821103,0,3
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,19:20:36,REGULAR,7608556,4,1821103,0,4
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,19:21:57,REGULAR,7608561,5,1821105,2,3
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,19:23:17,REGULAR,7608572,11,1821105,0,11
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,19:24:38,REGULAR,7608579,7,1821112,7,0
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,19:25:58,REGULAR,7608584,5,1821112,0,5
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,19:27:22,REGULAR,7608594,10,1821112,0,10
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,19:28:41,REGULAR,7608597,3,1821114,2,1
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,23:00:00,REGULAR,7609204,607,1821195,81,526
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,3:00:00,REGULAR,7030674,0,2632700,0,0
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,7:00:00,REGULAR,7030799,125,2632728,28,97
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,11:00:00,REGULAR,7031564,765,2633061,333,432
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,15:00:00,REGULAR,7031984,420,2633275,214,206
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,19:00:00,REGULAR,7033282,1298,2633763,488,810
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,19:11:12,REGULAR,7033350,68,2633768,5,63
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,19:12:32,REGULAR,7033360,10,2633768,0,10
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,19:13:53,REGULAR,7033368,8,2633768,0,8
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,19:15:13,REGULAR,7033378,10,2633770,2,8
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,19:16:34,REGULAR,7033389,11,2633771,1,10
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,19:17:55,REGULAR,7033402,13,2633771,0,13
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,19:19:16,REGULAR,7033414,12,2633771,0,12
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,19:20:36,REGULAR,7033418,4,2633771,0,4
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,19:21:57,REGULAR,7033423,5,2633771,0,5
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,19:23:17,REGULAR,7033429,6,2633771,0,6
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,19:24:38,REGULAR,7033436,7,2633777,6,1
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,19:25:58,REGULAR,7033441,5,2633778,1,4
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,19:27:22,REGULAR,7033447,6,2633779,1,5
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,19:28:41,REGULAR,7033452,5,2633783,4,1
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,23:00:00,REGULAR,7034138,686,2633900,117,569
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,3:00:00,REGULAR,1238692368,0,1813163392,0,0
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,7:00:00,REGULAR,1238692298,70,1813163460,68,2
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,11:00:00,REGULAR,1238691629,669,1813163985,525,144
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,15:00:00,REGULAR,1238691158,471,1813164361,376,95
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,19:00:00,REGULAR,1238689698,1460,1813165000,639,821
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,19:11:12,REGULAR,1238689631,67,1813165018,18,49
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,19:12:32,REGULAR,1238689624,7,1813165018,0,7
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,19:13:53,REGULAR,1238689621,3,1813165018,0,3
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,19:15:13,REGULAR,1238689612,9,1813165020,2,7
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,19:16:34,REGULAR,1238689603,9,1813165026,6,3
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,19:17:55,REGULAR,1238689599,4,1813165031,5,-1
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,19:19:16,REGULAR,1238689591,8,1813165033,2,6
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,19:20:36,REGULAR,1238689586,5,1813165033,0,5
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,19:21:57,REGULAR,1238689575,11,1813165035,2,9
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,19:23:17,REGULAR,1238689570,5,1813165035,0,5
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,19:24:38,REGULAR,1238689555,15,1813165037,2,13
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,19:25:58,REGULAR,1238689547,8,1813165037,0,8
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,19:27:22,REGULAR,1238689536,11,1813165039,2,9
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,19:28:41,REGULAR,1238689524,12,1813165040,1,11
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,23:00:00,REGULAR,1238688600,924,1813165221,181,743
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,3:00:00,REGULAR,544681,0,234820,0,0
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,7:00:00,REGULAR,544762,81,234981,161,-80
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,11:00:00,REGULAR,545473,711,235735,754,-43
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,15:00:00,REGULAR,546212,739,236204,469,270
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,19:00:00,REGULAR,547990,1778,236760,556,1222
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,19:11:12,REGULAR,548066,76,236772,12,64
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,19:12:32,REGULAR,548075,9,236773,1,8
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,19:13:53,REGULAR,548084,9,236773,0,9
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,19:15:13,REGULAR,548099,15,236774,1,14
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,19:16:34,REGULAR,548105,6,236795,21,-15
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,19:17:55,REGULAR,548117,12,236796,1,11
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,19:19:16,REGULAR,548124,7,236797,1,6
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,19:20:36,REGULAR,548131,7,236797,0,7
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,19:21:57,REGULAR,548134,3,236806,9,-6
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,19:23:17,REGULAR,548141,7,236807,1,6
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,19:24:38,REGULAR,548150,9,236821,14,-5
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,19:25:58,REGULAR,548158,8,236821,0,8
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,19:27:22,REGULAR,548168,10,236822,1,9
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,19:28:41,REGULAR,548177,9,236826,4,5
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,23:00:00,REGULAR,549285,1108,236991,165,943
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,3:00:00,REGULAR,10740783,0,27022739,0,0
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,7:00:00,REGULAR,10740862,79,27023018,279,-200
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,11:00:00,REGULAR,10741101,239,27025743,2725,-2486
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,15:00:00,REGULAR,10741422,321,27026863,1120,-799
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,19:00:00,REGULAR,10742249,827,27028780,1917,-1090
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,19:11:12,REGULAR,10742289,40,27028844,64,-24
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,19:12:32,REGULAR,10742296,7,27028849,5,2
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,19:13:53,REGULAR,10742300,4,27028863,14,-10
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,19:15:13,REGULAR,10742305,5,27028867,4,1
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,19:16:34,REGULAR,10742312,7,27028879,12,-5
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,19:17:55,REGULAR,10742315,3,27028895,16,-13
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,19:19:16,REGULAR,10742317,2,27028904,9,-7
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,19:20:36,REGULAR,10742325,8,27028904,0,8
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,19:21:57,REGULAR,10742331,6,27028911,7,-1
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,19:23:17,REGULAR,10742337,6,27028918,7,-1
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,19:24:38,REGULAR,10742342,5,27028931,13,-8
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,19:25:58,REGULAR,10742348,6,27028933,2,4
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,19:27:22,REGULAR,10742355,7,27028936,3,4
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,19:28:41,REGULAR,10742359,4,27028938,2,2
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,23:00:00,REGULAR,10742972,613,27029376,438,175
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,3:00:00,REGULAR,14640207,0,30416230,0,0
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,7:00:00,REGULAR,14640259,52,30416519,289,-237
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,11:00:00,REGULAR,14640556,297,30418847,2328,-2031
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,15:00:00,REGULAR,14640937,381,30419692,845,-464
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,19:00:00,REGULAR,14641756,819,30422070,2378,-1559
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,19:11:12,REGULAR,14641793,37,30422163,93,-56
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,19:12:32,REGULAR,14641798,5,30422175,12,-7
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,19:13:53,REGULAR,14641807,9,30422176,1,8
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,19:15:13,REGULAR,14641816,9,30422177,1,8
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,19:16:34,REGULAR,14641820,4,30422195,18,-14
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,19:17:55,REGULAR,14641826,6,30422199,4,2
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,19:19:16,REGULAR,14641831,5,30422206,7,-2
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,19:20:36,REGULAR,14641835,4,30422217,11,-7
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,19:21:57,REGULAR,14641839,4,30422229,12,-8
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,19:23:17,REGULAR,14641844,5,30422247,18,-13
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,19:24:38,REGULAR,14641844,0,30422266,19,-19
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,19:25:58,REGULAR,14641849,5,30422273,7,-2
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,19:27:22,REGULAR,14641852,3,30422288,15,-12
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,19:28:41,REGULAR,14641857,5,30422289,1,4
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,23:00:00,REGULAR,14642419,562,30422824,535,27
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,3:00:00,REGULAR,84961970,0,1045440,0,0
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,7:00:00,REGULAR,84961986,16,1045472,32,-16
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,11:00:00,REGULAR,84962076,90,1045717,245,-155
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,15:00:00,REGULAR,84962183,107,1045925,208,-101
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,19:00:00,REGULAR,84962702,519,1046149,224,295
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,19:11:12,REGULAR,84962712,10,1046158,9,1
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,19:12:32,REGULAR,84962715,3,1046158,0,3
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,19:13:53,REGULAR,84962718,3,1046158,0,3
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,19:15:13,REGULAR,84962718,0,1046161,3,-3
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,19:16:34,REGULAR,84962719,1,1046162,1,0
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,19:17:55,REGULAR,84962721,2,1046162,0,2
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,19:19:16,REGULAR,84962726,5,1046162,0,5
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,19:20:36,REGULAR,84962726,0,1046162,0,0
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,19:21:57,REGULAR,84962726,0,1046164,2,-2
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,19:23:17,REGULAR,84962728,2,1046166,2,0
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,19:24:38,REGULAR,84962728,0,1046167,1,-1
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,19:25:58,REGULAR,84962728,0,1046167,0,0
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,19:27:22,REGULAR,84962729,1,1046167,0,1
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,19:28:41,REGULAR,84962731,2,1046167,0,2
34 ST-HERALD SQ,BDFMNQRW,BMT,2/26/19,23:00:00,REGULAR,84962916,185,1046269,102,83
DELANCEY/ESSEX,FJMZ,BMT,2/26/19,0:00:00,REGULAR,12887063,0,11648728,0,0
DELANCEY/ESSEX,FJMZ,BMT,2/26/19,4:00:00,REGULAR,12887093,30,11648756,28,2
DELANCEY/ESSEX,FJMZ,BMT,2/26/19,8:00:00,REGULAR,12887546,453,11649082,326,127
DELANCEY/ESSEX,FJMZ,BMT,2/26/19,12:00:00,REGULAR,12888544,998,11649507,425,573
DELANCEY/ESSEX,FJMZ,BMT,2/26/19,16:00:00,REGULAR,12889196,652,11649823,316,336
DELANCEY/ESSEX,FJMZ,BMT,2/26/19,20:00:00,REGULAR,12889989,793,11650130,307,486
DELANCEY/ESSEX,FJMZ,BMT,2/26/19,0:00:00,REGULAR,11142588,0,3602884,0,0
DELANCEY/ESSEX,FJMZ,BMT,2/26/19,4:00:00,REGULAR,11142608,20,3602895,11,9
DELANCEY/ESSEX,FJMZ,BMT,2/26/19,8:00:00,REGULAR,11142915,307,3603045,150,157
DELANCEY/ESSEX,FJMZ,BMT,2/26/19,12:00:00,REGULAR,11143744,829,3603234,189,640
DELANCEY/ESSEX,FJMZ,BMT,2/26/19,16:00:00,REGULAR,11144247,503,3603365,131,372
DELANCEY/ESSEX,FJMZ,BMT,2/26/19,20:00:00,REGULAR,11144834,587,3603547,182,405
DELANCEY/ESSEX,FJMZ,BMT,2/26/19,0:00:00,REGULAR,389087,0,111260,0,0
DELANCEY/ESSEX,FJMZ,BMT,2/26/19,4:00:00,REGULAR,389115,28,111278,18,10
DELANCEY/ESSEX,FJMZ,BMT,2/26/19,8:00:00,REGULAR,389408,293,111364,86,207
DELANCEY/ESSEX,FJMZ,BMT,2/26/19,12:00:00,REGULAR,390114,706,111492,128,578
DELANCEY/ESSEX,FJMZ,BMT,2/26/19,16:00:00,REGULAR,390588,474,111604,112,362
DELANCEY/ESSEX,FJMZ,BMT,2/26/19,20:00:00,REGULAR,391136,548,111752,148,400
DELANCEY/ESSEX,FJMZ,BMT,2/26/19,0:00:00,REGULAR,2799074,0,1877594,0,0
DELANCEY/ESSEX,FJMZ,BMT,2/26/19,4:00:00,REGULAR,2799090,16,1877601,7,9
DELANCEY/ESSEX,FJMZ,BMT,2/26/19,8:00:00,REGULAR,2799185,95,1877684,83,12
DELANCEY/ESSEX,FJMZ,BMT,2/26/19,12:00:00,REGULAR,2799364,179,1877842,158,21
DELANCEY/ESSEX,FJMZ,BMT,2/26/19,16:00:00,REGULAR,2799486,122,1877932,90,32
DELANCEY/ESSEX,FJMZ,BMT,2/26/19,20:00:00,REGULAR,2799647,161,1878045,113,48
DELANCEY/ESSEX,FJMZ,BMT,2/26/19,0:00:00,REGULAR,3349269,0,2258898,0,0
DELANCEY/ESSEX,FJMZ,BMT,2/26/19,4:00:00,REGULAR,3349274,5,2258904,6,-1
DELANCEY/ESSEX,FJMZ,BMT,2/26/19,8:00:00,REGULAR,3349360,86,2258996,92,-6
DELANCEY/ESSEX,FJMZ,BMT,2/26/19,12:00:00,REGULAR,3349523,163,2259129,133,30
DELANCEY/ESSEX,FJMZ,BMT,2/26/19,16:00:00,REGULAR,3349661,138,2259230,101,37
DELANCEY/ESSEX,FJMZ,BMT,2/26/19,20:00:00,REGULAR,3349810,149,2259399,169,-20
DELANCEY/ESSEX,FJMZ,BMT,2/26/19,0:00:00,REGULAR,2614581,0,4101290,0,0
DELANCEY/ESSEX,FJMZ,BMT,2/26/19,4:00:00,REGULAR,2614589,8,4101301,11,-3
DELANCEY/ESSEX,FJMZ,BMT,2/26/19,8:00:00,REGULAR,2614640,51,4101424,123,-72
DELANCEY/ESSEX,FJMZ,BMT,2/26/19,12:00:00,REGULAR,2614798,158,4101634,210,-52
DELANCEY/ESSEX,FJMZ,BMT,2/26/19,16:00:00,REGULAR,2614936,138,4101771,137,1
DELANCEY/ESSEX,FJMZ,BMT,2/26/19,20:00:00,REGULAR,2615053,117,4102008,237,-120
DELANCEY/ESSEX,FJMZ,BMT,2/26/19,0:00:00,REGULAR,1336070,0,4793127,0,0
DELANCEY/ESSEX,FJMZ,BMT,2/26/19,4:00:00,REGULAR,1336078,8,4793157,30,-22
DELANCEY/ESSEX,FJMZ,BMT,2/26/19,8:00:00,REGULAR,1336127,49,4793544,387,-338
DELANCEY/ESSEX,FJMZ,BMT,2/26/19,12:00:00,REGULAR,1336273,146,4794053,509,-363
DELANCEY/ESSEX,FJMZ,BMT,2/26/19,16:00:00,REGULAR,1336416,143,4794341,288,-145
DELANCEY/ESSEX,FJMZ,BMT,2/26/19,20:00:00,REGULAR,1336568,152,4794903,562,-410
4AV-9 ST,DFGMNR,BMT,2/26/19,3:00:00,REGULAR,11114494,0,4400561,0,0
4AV-9 ST,DFGMNR,BMT,2/26/19,7:00:00,REGULAR,11114565,71,4400602,41,30
4AV-9 ST,DFGMNR,BMT,2/26/19,11:00:00,REGULAR,11115177,612,4400721,119,493
4AV-9 ST,DFGMNR,BMT,2/26/19,15:00:00,REGULAR,11115402,225,4400785,64,161
4AV-9 ST,DFGMNR,BMT,2/26/19,19:00:00,REGULAR,11115751,349,4400874,89,260
4AV-9 ST,DFGMNR,BMT,2/26/19,23:00:00,REGULAR,11115885,134,4400919,45,89
4AV-9 ST,DFGMNR,BMT,2/26/19,3:00:00,REGULAR,1083626,0,335689,0,0
4AV-9 ST,DFGMNR,BMT,2/26/19,7:00:00,REGULAR,1083662,36,335705,16,20
4AV-9 ST,DFGMNR,BMT,2/26/19,11:00:00,REGULAR,1084063,401,335782,77,324
4AV-9 ST,DFGMNR,BMT,2/26/19,15:00:00,REGULAR,1084220,157,335818,36,121
4AV-9 ST,DFGMNR,BMT,2/26/19,19:00:00,REGULAR,1084484,264,335874,56,208
4AV-9 ST,DFGMNR,BMT,2/26/19,23:00:00,REGULAR,1084576,92,335891,17,75
4AV-9 ST,DFGMNR,BMT,2/26/19,3:00:00,REGULAR,4500776,0,2139544,0,0
4AV-9 ST,DFGMNR,BMT,2/26/19,7:00:00,REGULAR,4500801,25,2139578,34,-9
4AV-9 ST,DFGMNR,BMT,2/26/19,11:00:00,REGULAR,4501106,305,2139711,133,172
4AV-9 ST,DFGMNR,BMT,2/26/19,15:00:00,REGULAR,4501216,110,2139769,58,52
4AV-9 ST,DFGMNR,BMT,2/26/19,19:00:00,REGULAR,4501372,156,2139850,81,75
4AV-9 ST,DFGMNR,BMT,2/26/19,23:00:00,REGULAR,4501428,56,2139874,24,32
